Geometry

 COORDINATES 205
! NODE  X   Y   Z
    125    1.750000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    126    2.250000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    127    2.250000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    128    2.250000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    129    2.250000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    130    2.250000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    131    2.750000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    132    2.750000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    133    2.750000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    134    2.750000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    135    2.750000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    136    3.250000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    137    3.250000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    138    3.250000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    139    3.250000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    140    3.250000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    141    3.750000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    142    3.750000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    143    3.750000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    144    3.750000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    145    3.750000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    146    4.250000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    147    4.250000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    148    4.250000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    149    4.250000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    150    4.250000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    151    4.750000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    152    4.750000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    153    4.750000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    154    4.750000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    155    4.750000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    156    5.250000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    157    5.250000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    158    5.250000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    159    5.250000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    160    5.250000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    161    5.750000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    162    5.750000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    163    5.750000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    164    5.750000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    165    5.750000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    166    6.250000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    167    6.250000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    168    6.250000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    169    6.250000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    170    6.250000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    171    6.750000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    172    6.750000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    173    6.750000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    174    6.750000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    175    6.750000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    176    7.250000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    177    7.250000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    178    7.250000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    179    7.250000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    180    7.250000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    181    7.750000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    182    7.750000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    183    7.750000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    184    7.750000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    185    7.750000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    186    8.250000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    187    8.250000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    188    8.250000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    189    8.250000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    190    8.250000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    191    8.750000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    192    8.750000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    193    8.750000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    194    8.750000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    195    8.750000000000001e-01    4.000000000000000e-03    0.000000000000000e+00
    196    9.250000000000000e-01    0.000000000000000e+00    0.000000000000000e+00
    197    9.250000000000000e-01    1.000000000000000e-03    0.000000000000000e+00
    198    9.250000000000000e-01    2.000000000000000e-03    0.000000000000000e+00
    199    9.250000000000000e-01    3.000000000000000e-03    0.000000000000000e+00
    200    9.250000000000000e-01    4.000000000000000e-03    0.000000000000000e+00
    201    9.750000000000001e-01    0.000000000000000e+00    0.000000000000000e+00
    202    9.750000000000001e-01    1.000000000000000e-03    0.000000000000000e+00
    203    9.750000000000001e-01    2.000000000000000e-03    0.000000000000000e+00
    204    9.750000000000001e-01    3.000000000000000e-03    0.000000000000000e+00
    205    9.750000000000001e-01    4.000000000000000e-03    0.000000000000000e+00

 ELEMENTS 40
    ELEMENT_NODES
    1    1    4    5    2    106    66    108    64    107
    2    2    5    6    3    108    67    110    65    109
    3    4    7    8    5    111    68    113    66    112
    4    5    8    9    6    113    69    115    67    114
    5    7    10    11    8    116    70    118    68    117
    6    8    11    12    9    118    71    120    69    119
    7    10    13    14    11    121    72    123    70    122
    8    11    14    15    12    123    73    125    71    124
    9    13    16    17    14    126    74    128    72    127
    10    14    17    18    15    128    75    130    73    129
    11    16    19    20    17    131    76    133    74    132
    12    17    20    21    18    133    77    135    75    134
    13    19    22    23    20    136    78    138    76    137
    14    20    23    24    21    138    79    140    77    139
    15    22    25    26    23    141    80    143    78    142
    16    23    26    27    24    143    81    145    79    144
    17    25    28    29    26    146    82    148    80    147
    18    26    29    30    27    148    83    150    81    149
    19    28    31    32    29    151    84    153    82    152
    20    29    32    33    30    153    85    155    83    154
    21    31    34    35    32    156    86    158    84    157
    22    32    35    36    33    158    87    160    85    159
    23    34    37    38    35    161    88    163    86    162
    24    35    38    39    36    163    89    165    87    164
    25    37    40    41    38    166    90    168    88    167
    26    38    41    42    39    168    91    170    89    169
    27    40    43    44    41    171    92    173    90    172
    28    41    44    45    42    173    93    175    91    174
    29    43    46    47    44    176    94    178    92    177
    30    44    47    48    45    178    95    180    93    179
    31    46    49    50    47    181    96    183    94    182
    32    47    50    51    48    183    97    185    95    184
    33    49    52    53    50    186    98    188    96    187
    34    50    53    54    51    188    99    190    97    189
    35    52    55    56    53    191    100    193    98    192
    36    53    56    57    54    193    101    195    99    194
    37    55    58    59    56    196    102    198    100    197
    38    56    59    60    57    198    103    200    101    199
    39    58    61    62    59    201    104    203    102    202
    40    59    62    63    60    203    105    205    103    204

    ELEMENT_MATERIAL

 *** NODE_VALUE ***
NODE    U    V    T    P
    1    -3.607511686644067e-13    5.649183746527945e-14    2.500000000000000e+01    1.000000000000000e+02
    2    2.157958318957897e-01    1.108989616553370e-11    2.500000000000013e+01    1.000000000000000e+02
    3    -3.607511688597781e-13    -5.649183761529768e-14    2.500000000000000e+01    1.000000000000000e+02
    4    -1.995726744975540e-13    -1.588108906162667e-10    2.500000000000000e+01    9.528716395350652e+01
    5    2.109350926560590e-01    -2.324988012711242e-12    2.500000000000011e+01    9.528561235898695e+01
    6    -1.995726741793496e-13    1.588108906160632e-10    2.500000000000000e+01    9.528716395334459e+01
    7    3.283506491763349e-13    -1.501078099718462e-10    2.500000000000000e+01    9.006448113634120e+01
    8    2.115448020570749e-01    8.740070191976897e-13    2.500000000000010e+01    9.006559127671949e+01
    9    3.283506492695171e-13    1.501078099720468e-10    2.500000000000000e+01    9.006448113649532e+01
    10    3.347225016560370e-13    -1.421618858496477e-10    2.500000000000000e+01    8.529729353463448e+01
    11    2.104920577013701e-01    -3.902480890891318e-13    2.500000000000010e+01    8.529644099540819e+01
    12    3.347225017412333e-13    1.421618858494119e-10    2.500000000000000e+01    8.529729353445168e+01
    13    3.347716282606423e-13    -1.334082849312216e-10    2.500000000000000e+01    8.004485414060738e+01
    14    2.114642526132650e-01    1.879179903414117e-12    2.500000000000010e+01    8.004550180513365e+01
    15    3.347716282978310e-13    1.334082849314895e-10    2.500000000000000e+01    8.004485414081316e+01
    16    3.328927239542941e-13    -1.254432805600619e-10    2.500000000000000e+01    7.526605597103577e+01
    17    2.105507552546964e-01    -4.093376518142450e-13    2.500000000000009e+01    7.526557179449337e+01
    18    3.328927240335637e-13    1.254432805597600e-10    2.500000000000000e+01    7.526605597080139e+01
    19    3.352773459959951e-13    -1.167366281415902e-10    2.500000000000000e+01    7.004191273106221e+01
    20    2.113802718060793e-01    2.330745342759361e-12    2.500000000000009e+01    7.004226769221358e+01
    21    3.352773460157319e-13    1.167366281419367e-10    2.500000000000000e+01    7.004191273132844e+01
    22    3.328412092318705e-13    -1.087061004708957e-10    2.500000000000000e+01    6.522370604389523e+01
    23    2.106437567539448e-01    -6.614694163146838e-13    2.500000000000009e+01    6.522345199056531e+01
    24    3.328412093101735e-13    1.087061004705059e-10    2.500000000000000e+01    6.522370604359277e+01
    25    3.351583646551741e-13    -1.000737713212102e-10    2.500000000000000e+01    6.004423079535123e+01
    26    2.112837750284923e-01    2.850221195286198e-12    2.500000000000009e+01    6.004440716414904e+01
    27    3.351583646653540e-13    1.000737713216571e-10    2.500000000000000e+01    6.004423079569489e+01
    28    3.330453497639145e-13    -9.196662526049677e-11    2.500000000000000e+01    5.517999617996799e+01
    29    2.107336950284690e-01    -1.045107133533800e-12    2.500000000000009e+01    5.517987873542935e+01
    30    3.330453498526350e-13    9.196662525999264e-11    2.500000000000000e+01    5.517999617957739e+01
    31    3.349317729146268e-13    -8.340882566152988e-11    2.500000000000000e+01    5.004528182029529e+01
    32    2.111944372573775e-01    3.488151823193842e-12    2.500000000000009e+01    5.004535535167719e+01
    33    3.349317729132078e-13    8.340882566210607e-11    2.500000000000000e+01    5.004528182073905e+01
    34    3.332923730289620e-13    -7.523199714731874e-11    2.500000000000000e+01    4.513920542837580e+01
    35    2.108059298630946e-01    -1.526521996176514e-12    2.500000000000009e+01    4.513916398925476e+01
    36    3.332923731258722e-13    7.523199714666775e-11    2.500000000000000e+01    4.513920542787173e+01
    37    3.347090077499721e-13    -6.673745875616742e-11    2.500000000000000e+01    4.004247134886509e+01
    38    2.111182822346020e-01    4.344194952224481e-12    2.500000000000008e+01    4.004248993642231e+01
    39    3.347090077281711e-13    6.673745875691096e-11    2.500000000000000e+01    4.004247134943792e+01
    40    3.335141675782705e-13    -5.850451105686551e-11    2.500000000000000e+01    3.510270649467757e+01
    41    2.108553225674796e-01    -2.153823453719124e-12    2.500000000000007e+01    3.510270370052147e+01
    42    3.335141676809242e-13    5.850451105602452e-11    2.500000000000000e+01    3.510270649402661e+01
    43    3.345535025002287e-13    -5.005880108445615e-11    2.500000000000000e+01    3.003528100263401e+01
    44    2.110542614932873e-01    5.356593108420265e-12    2.500000000000007e+01    3.003527339925894e+01
    45    3.345535024460809e-13    5.005880108541588e-11    2.500000000000000e+01    3.003528100337366e+01
    46    3.335966746823570e-13    -4.178404734012430e-11    2.500000000000000e+01    2.507042502545767e+01
    47    2.108819433228019e-01    -3.080363490065145e-12    2.500000000000007e+01    2.507043906841547e+01
    48    3.335966747882154e-13    4.178404733903864e-11    2.500000000000000e+01    2.507042502461749e+01
    49    3.348229435261917e-13    -3.337358149139555e-11    2.500000000000000e+01    2.002415020210119e+01
    50    2.109999267598084e-01    6.523717882809084e-12    2.500000000000007e+01    2.002413274331983e+01
    51    3.348229434286221e-13    3.337358149263427e-11    2.500000000000000e+01    2.002415020305580e+01
    52    3.322287305708282e-13    -2.506945981765991e-11    2.500000000000000e+01    1.504167964347050e+01
    53    2.108914290546919e-01    -4.565567127347151e-12    2.500000000000007e+01    1.504169828268782e+01
    54    3.322287306834798e-13    2.506945981625835e-11    2.500000000000000e+01    1.504167964238525e+01
    55    3.403615637189485e-13    -1.668310614698805e-11    2.500000000000000e+01    1.000985369872123e+01
    56    2.109593911543912e-01    7.263032216931631e-12    2.500000000000007e+01    1.000983636420273e+01
    57    3.403615634994784e-13    1.668310614860132e-11    2.500000000000000e+01    1.000985369996682e+01
    58    3.113660864115901e-13    -8.358883987194043e-12    2.500000000000000e+01    5.015741783789859e+00
    59    2.109035526389046e-01    -3.645729246554781e-12    2.500000000000006e+01    5.015752427137960e+00
    60    3.113660871974863e-13    8.358883985268465e-12    2.500000000000000e+01    5.015741782254095e+00
    61    1.360470395846659e-13    -2.381127001165587e-15    2.500000000000000e+01    0.000000000000000e+00
    62    2.109695739384063e-01    -2.708459071439110e-11    2.500000000000007e+01    0.000000000000000e+00
    63    1.360470377022511e-13    2.381128976703253e-15    2.500000000000000e+01    0.000000000000000e+00
    64    1.570144347653201e-01    7.521100599401686e-05    2.500000000000596e+01    0.000000000000000e+00
    65    1.570144355947579e-01    -7.521103985768871e-05    2.499999999999413e+01    0.000000000000000e+00
    66    1.581253873060253e-01    3.944097700749266e-06    2.500000000000524e+01    0.000000000000000e+00
    67    1.581253874138317e-01    -3.944096045140240e-06    2.499999999999489e+01    0.000000000000000e+00
    68    1.584200805896757e-01    -1.665282172761129e-05    2.500000000000460e+01    0.000000000000000e+00
    69    1.584200807272956e-01    1.665281933648883e-05    2.499999999999553e+01    0.000000000000000e+00
    70    1.578752036881349e-01    1.199576771882489e-05    2.500000000000404e+01    0.000000000000000e+00
    71    1.578752036731252e-01    -1.199576353674405e-05    2.499999999999610e+01    0.000000000000000e+00
    72    1.586981652168062e-01    -8.480538981487893e-06    2.500000000000354e+01    0.000000000000000e+00
    73    1.586981653457217e-01    8.480536317582220e-06    2.499999999999659e+01    0.000000000000000e+00
    74    1.577453637761893e-01    5.572020649894136e-06    2.500000000000311e+01    0.000000000000000e+00
    75    1.577453637337423e-01    -5.572015210086568e-06    2.499999999999702e+01    0.000000000000000e+00
    76    1.587425419853218e-01    -3.546345836617951e-06    2.500000000000273e+01    0.000000000000000e+00
    77    1.587425421340315e-01    3.546342278918568e-06    2.499999999999740e+01    0.000000000000000e+00
    78    1.577662782517283e-01    1.869884047729020e-06    2.500000000000240e+01    0.000000000000000e+00
    79    1.577662781800904e-01    -1.869877287604932e-06    2.499999999999773e+01    0.000000000000000e+00
    80    1.586867652344717e-01    -9.511520479629989e-07    2.500000000000211e+01    0.000000000000000e+00
    81    1.586867654094424e-01    9.511471430453001e-07    2.499999999999801e+01    0.000000000000000e+00
    82    1.578496681846636e-01    -6.130798542169929e-08    2.500000000000185e+01    0.000000000000000e+00
    83    1.578496680742207e-01    6.131645424288783e-08    2.499999999999827e+01    0.000000000000000e+00
    84    1.585977137482996e-01    1.979230711822926e-07    2.500000000000163e+01    0.000000000000000e+00
    85    1.585977139552553e-01    -1.979296266141459e-07    2.499999999999849e+01    0.000000000000000e+00
    86    1.579477293208625e-01    -1.016211279102911e-06    2.500000000000143e+01    0.000000000000000e+00
    87    1.579477291582320e-01    1.016221961230091e-06    2.499999999999868e+01    0.000000000000000e+00
    88    1.585088134659778e-01    4.545599222662243e-07    2.500000000000126e+01    0.000000000000000e+00
    89    1.585088137113274e-01    -4.545686736952756e-07    2.499999999999885e+01    0.000000000000000e+00
    90    1.580376143260181e-01    -1.551570168227641e-06    2.500000000000110e+01    0.000000000000000e+00
    91    1.580376140923638e-01    1.551583685020267e-06    2.499999999999900e+01    0.000000000000000e+00
    92    1.584335163263874e-01    9.583811039247173e-08    2.500000000000097e+01    0.000000000000000e+00
    93    1.584335166176221e-01    -9.584966443298429e-08    2.499999999999913e+01    0.000000000000000e+00
    94    1.581092818234597e-01    -2.090020742451853e-06    2.500000000000086e+01    0.000000000000000e+00
    95    1.581092814939623e-01    2.090037932081821e-06    2.499999999999924e+01    0.000000000000000e+00
    96    1.583724884654249e-01    -8.419668017351457e-07    2.500000000000076e+01    0.000000000000000e+00
    97    1.583724888102568e-01    8.419516770025179e-07    2.499999999999934e+01    0.000000000000000e+00
    98    1.581560005935941e-01    -2.945284831295573e-06    2.500000000000066e+01    0.000000000000000e+00
    99    1.581560001333665e-01    2.945307139340816e-06    2.499999999999942e+01    0.000000000000000e+00
    100    1.583146215943227e-01    -2.487180759608961e-06    2.500000000000058e+01    0.000000000000000e+00
    101    1.583146219896746e-01    2.487160780279822e-06    2.499999999999950e+01    0.000000000000000e+00
    102    1.581656959107346e-01    -2.449898873215948e-06    2.500000000000052e+01    0.000000000000000e+00
    103    1.581656953305120e-01    2.449938816951117e-06    2.499999999999956e+01    0.000000000000000e+00
    104    1.582209006708271e-01    2.020385956902002e-06    2.500000000000044e+01    0.000000000000000e+00
    105    1.582209003456183e-01    -2.020512869325281e-06    2.499999999999961e+01    0.000000000000000e+00
    106    -1.624080309756405e-12    -1.587101499828345e-10    2.500000000000000e+01    0.000000000000000e+00
    107    1.578743581052585e-01    -8.311216025461122e-05    2.500000000000558e+01    0.000000000000000e+00
    108    2.124603604856183e-01    -5.844515660408915e-12    2.500000000000012e+01    0.000000000000000e+00
    109    1.578743583249651e-01    8.311214573065756e-05    2.499999999999451e+01    0.000000000000000e+00
    110    -1.624080309630029e-12    1.587101499824163e-10    2.500000000000000e+01    0.000000000000000e+00
    111    6.848378657196695e-13    -3.089189058185535e-10    2.500000000000000e+01    0.000000000000000e+00
    112    1.580683851740994e-01    5.734974018302406e-05    2.500000000000490e+01    0.000000000000000e+00
    113    2.113413174950459e-01    1.265844537664094e-12    2.500000000000010e+01    0.000000000000000e+00
    114    1.580683852492872e-01    -5.734973656183127e-05    2.499999999999521e+01    0.000000000000000e+00
    115    6.848378662742647e-13    3.089189058185664e-10    2.500000000000000e+01    0.000000000000000e+00
    116    6.614129664288305e-13    -2.922700202861067e-10    2.500000000000000e+01    0.000000000000000e+00
    117    1.582816572813293e-01    -4.672690525345405e-05    2.500000000000430e+01    0.000000000000000e+00
    118    2.108491153878965e-01    -3.881324100329559e-12    2.500000000000010e+01    0.000000000000000e+00
